filename	label	AD	DBD	part_of	Template	synonyms	comment
20x-Brain-2259780011294720037	JRC_OL0020B_Brain_2016_20140611_31_D1_20x	P{R35D04-p65.AD}	P{R80E07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0020B|GMR_OL0020B|JRC_OL0020B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_D1', age: 'Day 1-5'
20x-Brain-2021466568596127842	JRC_OL0081B_Brain_2016_20140613_31_E3_20x	P{R47E07-p65.AD}	P{R41C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0081B|GMR_OL0081B|JRC_OL0081B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140613_31_E3', age: 'Day 1-5'
20x-Brain-2021466531883384930	JRC_OL0017B_Brain_2016_20140612_31_D2_20x	P{R82D11-p65.AD}	P{R54A05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0017B|GMR_OL0017B|JRC_OL0017B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_31_D2', age: 'Day 1-5'
20x-Brain-2021466543874900066	JRC_OL0011B_Brain_2016_20140612_32_A2_20x	P{R82D11-p65.AD}	P{R92B11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0011B|GMR_OL0011B|JRC_OL0011B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_32_A2', age: 'Day 1-5'
20x-Brain-2021466569904750690	JRC_OL0087B_Brain_2016_20140613_31_F2_20x	P{R82D11-p65.AD}	P{R41C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0087B|GMR_OL0087B|JRC_OL0087B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140613_31_F2', age: 'Day 1-5'
20x-Brain-2259780021839200293	JRC_OL0021B_Brain_2016_20140611_31_E2_20x	P{R35D04-p65.AD}	P{R82D11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0021B|GMR_OL0021B|JRC_OL0021B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_E2', age: 'Day 1-5'
20x-Brain-2021466534026674274	JRC_OL0046B_Brain_2016_20140612_31_F1_20x	P{R26A03-p65.AD}	P{R54A05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0046B|GMR_OL0046B|JRC_OL0046B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_31_F1', age: 'Day 1-5'
20x-Brain-2259780025836372005	JRC_OL0022B_Brain_2016_20140611_31_F1_20x	P{R35D04-p65.AD}	P{R91B01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0022B|GMR_OL0022B|JRC_OL0022B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_F1', age: 'Day 1-5'
20x-Brain-2021466536492925026	JRC_OL0092C_Brain_2016_20140612_31_G2_20x	PBac{R92B02-p65.AD}	P{R38E08-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0092C|GMR_OL0092C|JRC_OL0092C	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_31_G2', age: 'Day 1-5'
20x-Brain-2259780036422795301	JRC_OL0023B_Brain_2016_20140611_31_G2_20x	P{R72C08-p65.AD}	P{R50D07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0023B|GMR_OL0023B|JRC_OL0023B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_G2', age: 'Day 1-5'
20x-Brain-2021466574824669282	JRC_OL0071B_Brain_2016_20140613_31_I1_20x	P{R91B01-p65.AD}	P{R41C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0071B|GMR_OL0071B|JRC_OL0071B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140613_31_I1', age: 'Day 1-5'
20x-Brain-2021466539995168866	JRC_OL0007B_Brain_2016_20140612_31_I1_20x	P{R35D04-p65.AD}	P{R65B05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0007B|GMR_OL0007B|JRC_OL0007B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_31_I1', age: 'Day 1-5'
20x-Brain-2021466577353834594	JRC_OL0077B_Brain_2016_20140613_31_J2_20x	P{R92B02-p65.AD}	P{R41C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0077B|GMR_OL0077B|JRC_OL0077B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140613_31_J2', age: 'Day 1-5'
20x-Brain-2021466541656113250	JRC_OL0008B_Brain_2016_20140612_31_J1_20x	P{R35D04-p65.AD}	P{R55F01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0008B|GMR_OL0008B|JRC_OL0008B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_31_J1', age: 'Day 1-5'
20x-Brain-2021466552771018850	JRC_OL0044B_Brain_2016_20140612_32_F1_20x	P{R55C04-p65.AD}	P{R85F11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0044B|GMR_OL0044B|JRC_OL0044B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_32_F1', age: 'Day 1-5'
20x-Brain-2021466583804674146	JRC_OL0218B_Brain_2016_20140620_31_D4_20x	P{R47E07-p65.AD}	P{VT049344-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0218B|GMR_OL0218B|JRC_OL0218B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140620_31_D4', age: 'Day 1-5'
20x-Brain-2021466556076130402	JRC_OL0045B_Brain_2016_20140612_32_G4_20x	P{R55C04-p65.AD}	P{R41C05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0045B|GMR_OL0045B|JRC_OL0045B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_32_G4', age: 'Day 1-5'
20x-Brain-2021466558169088098	JRC_OL0001B_Brain_2016_20140612_32_I1_20x	P{R64G10-p65.AD}	P{R35B06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0001B|GMR_OL0001B|JRC_OL0001B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_32_I1', age: 'Day 1-5'
20x-Brain-2021466590523949154	JRC_OL0202B_Brain_2016_20140620_31_I2_20x	P{R42E06-p65.AD}	P{VT019053-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0202B|GMR_OL0202B|JRC_OL0202B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140620_31_I2', age: 'Day 1-5'
20x-Brain-2259780060309356581	JRC_SS00940_Brain_2016_20140611_31_B2_20x	P{R35D04-p65.AD}	P{R22A07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00940|GMR_SS00940|JRC_SS00940	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_B2', age: 'Day 1-5'
20x-Brain-2259780063639633957	JRC_SS00937_Brain_2016_20140611_31_C2_20x	P{R22A07-p65.AD}	P{R35D04-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00937|GMR_SS00937|JRC_SS00937	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_C2', age: 'Day 1-5'
20x-Brain-2259780070212108325	JRC_SS00938_Brain_2016_20140611_31_H1_20x	P{R35D04-p65.AD}	P{R71E06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00938|GMR_SS00938|JRC_SS00938	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_H1', age: 'Day 1-5'
20x-Brain-2259780079385051173	JRC_SS00941_Brain_2016_20140611_31_I1_20x	PBac{R47E07-p65.AD}	P{R35D04-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00941|GMR_SS00941|JRC_SS00941	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_I1', age: 'Day 1-5'
20x-Brain-2259780094073503781	JRC_SS00942_Brain_2016_20140611_31_J2_20x	P{R47E07-p65.AD}	P{R35D04-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00942|GMR_SS00942|JRC_SS00942	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_J2', age: 'Day 1-5'
20x-Brain-2022140513733312610	JRC_OL0029B_Brain_2016_20140619_31_F1_20x	P{R64G09-p65.AD}	P{R37H04-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0029B|GMR_OL0029B|JRC_OL0029B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140619_31_F1', age: 'Day 1-5'
20x-Brain-2022140522755260514	JRC_OL0048B_Brain_2016_20140619_31_J1_20x	P{R19G02-p65.AD}	P{R75G12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0048B|GMR_OL0048B|JRC_OL0048B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140619_31_J1', age: 'Day 1-5'
20x-Brain-2024138455012868194	JRC_OL0203B_Brain_2016_20140620_32_B4_20x	P{R42E06-p65.AD}	P{VT022290-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0203B|GMR_OL0203B|JRC_OL0203B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140620_32_B4', age: 'Day 1-5'
20x-Brain-2024138478400307298	JRC_OL0070B_Brain_2016_20140620_32_I3_20x	P{R91B01-p65.AD}	P{R22A07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0070B|GMR_OL0070B|JRC_OL0070B	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140620_32_I3', age: 'Day 1-5'
20x-Brain-2149676628458864738	JRC_SS02662_Brain_2016_20141015_32_C1_20x	P{R28G03-p65.AD}	P{VT027704-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02662|GMR_SS02662|JRC_SS02662	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141015_32_C1', age: 'Day 1-5'
20x-Brain-2149676645965889634	JRC_SS02651_Brain_2016_20141015_32_F1_20x	P{VT032961-p65.AD}	P{VT040569-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	BJD_SS02651|GMR_BJD_SS02651|JRC_BJD_SS02651	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141015_32_F1', age: 'Day 1-5'
20x-Brain-2149676650667704418	JRC_SS02645_Brain_2016_20141015_32_G1_20x	P{VT027704-p65.AD}	P{VT040569-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	BJD_SS02645|GMR_BJD_SS02645|JRC_BJD_SS02645	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141015_32_G1', age: 'Day 1-5'
20x-Brain-2149676663581966434	JRC_SS02650_Brain_2016_20141015_31_H2_20x	P{VT009792-p65.AD}	P{VT002021-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	BJD_SS02650|GMR_BJD_SS02650|JRC_BJD_SS02650	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141015_31_H2', age: 'Day 1-5'
20x-Brain-2149676666895466594	JRC_SS02652_Brain_2016_20141015_32_J1_20x	P{VT032961-p65.AD}	P{VT027704-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	BJD_SS02652|GMR_BJD_SS02652|JRC_BJD_SS02652	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141015_32_J1', age: 'Day 1-5'
20x-Brain-2149676667428143202	JRC_SS02638_Brain_2016_20141015_31_I1_20x	P{VT038216-p65.AD}	P{VT026477-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	BJD_SS02638|GMR_BJD_SS02638|JRC_BJD_SS02638	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141015_31_I1', age: 'Day 1-5'
20x-Brain-2259780153515180069	JRC_SS02681_Brain_2016_20141021_31_B3_20x	P{VT040747-p65.AD}	P{R72C08-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02681|GMR_SS02681|JRC_SS02681	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141021_31_B3', age: 'Day 1-5'
20x-Brain-2259780179775717413	JRC_SS02665_Brain_2016_20141021_31_E2_20x	P{R35D04-p65.AD}	P{VT058944-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02665|GMR_SS02665|JRC_SS02665	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141021_31_E2', age: 'Day 1-5'
20x-Brain-2259780201644818469	JRC_SS02666_Brain_2016_20141021_31_G2_20x	P{R35D04-p65.AD}	P{VT045997-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02666|GMR_SS02666|JRC_SS02666	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141021_31_G2', age: 'Day 1-5'
20x-Brain-2259780211669205029	JRC_SS02664_Brain_2016_20141021_31_H2_20x	P{R35D04-p65.AD}	P{VT043656-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02664|GMR_SS02664|JRC_SS02664	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141021_31_H2', age: 'Day 1-5'
20x-Brain-2259780249317277733	JRC_SS02663_Brain_2016_20141021_31_J2_20x	P{R35D04-p65.AD}	P{VT040747-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02663|GMR_SS02663|JRC_SS02663	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141021_31_J2', age: 'Day 1-5'
20x-Brain-2080822626355249250	JRC_SS02445_Brain_2016_20141126_32_D1_20x	P{VT007747-p65.AD}	P{R85H06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02445|GMR_SS02445|JRC_SS02445	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141126_32_D1', age: 'Day 1-5'
20x-Brain-2256157992766406754	JRC_SS00343_Brain_2016_20160323_19_A1_20x	PBac{R17A04-p65.AD}	P{R35B06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00343|GMR_SS00343|JRC_SS00343	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20160323_19_A1', age: 'Adult'
20x-Brain-2260173451484463141	JRC_SS03822_Brain_2016_20160323_19_B2_20x	P{VT043920-p65.AD}	P{R91B01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS03822|GMR_SS03822|JRC_SS03822	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20160323_19_B2', age: 'Adult'
63x-Brain-1903200775748714594	JRC_OL0010B_Brain_2016_20130702_31_G3_63x	P{R92B11-p65.AD}	P{R82D11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0010B|GMR_OL0010B|JRC_OL0010B	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.4 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130702_31_G3', age: 'Day 1-5'
63x-Brain-1903200780257591394	JRC_OL0015B_Brain_2016_20130702_31_H1_63x	P{R22H02-p65.AD}	P{R20G06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0015B|GMR_OL0015B|JRC_OL0015B	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.4 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130702_31_H1', age: 'Day 1-5'
63x-Brain-1903200785143955554	JRC_OL0015B_Brain_2016_20130702_31_H3_63x	P{R22H02-p65.AD}	P{R20G06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0015B|GMR_OL0015B|JRC_OL0015B	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.4 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130702_31_H3', age: 'Day 1-5'
63x-Brain-1917703688072200199	JRC_OL0019B_Brain_2016_20130815_31_J2_63x	P{R35D04-p65.AD}	P{R22D06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0019B|GMR_OL0019B|JRC_OL0019B	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.4 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130815_31_J2', age: 'Day 1-5'
63x-Brain-1919113395999604834	JRC_SS00315_Brain_2016_20130823_31_I1_63x	P{R47H03-p65.AD}	P{R72E01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00315|GMR_SS00315|JRC_SS00315	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.4 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130823_31_I1', age: 'Day 1-5'
