subject_external_id	subject_external_db	relation	pub	object	subject_name
268237554	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP423_R (FlyEM-HB:268237554)
268725517	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	PAM09(B1ped)_L (FlyEM-HB:268725517)
268731005	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	left side of organism	SMP146(ADM10)_L (FlyEM-HB:268731005)
270322941	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	PI1_c (FlyEM-HB:270322941)
294161385	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	CRZ01_R (FlyEM-HB:294161385)
294424196	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP315_R (FlyEM-HB:294424196)
294428266	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP363_R (FlyEM-HB:294428266)
294432626	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPD3b2_R (FlyEM-HB:294432626)
294432760	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP351_R (FlyEM-HB:294432760)
294436967	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	PPL203_R (FlyEM-HB:294436967)
294437328	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP055_R (FlyEM-HB:294437328)
294437347	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP001_R (FlyEM-HB:294437347)
294441510	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP351_R (FlyEM-HB:294441510)
294445804	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP210_R (FlyEM-HB:294445804)
294445931	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPV6a2_b_R (FlyEM-HB:294445931)
294450004	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SIP015_R (FlyEM-HB:294450004)
294450495	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SA1_a_R (FlyEM-HB:294450495)
294756576	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPV6a4_b_R (FlyEM-HB:294756576)
294760680	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPV6a4_a_R (FlyEM-HB:294760680)
294760699	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP373_R (FlyEM-HB:294760699)
294760723	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP063_R (FlyEM-HB:294760723)
294760837	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPV6i2_a_R (FlyEM-HB:294760837)
294773987	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP271_R (FlyEM-HB:294773987)
294774719	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPV6a6_a_R (FlyEM-HB:294774719)
294774792	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP252_R (FlyEM-HB:294774792)
294778999	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP352_R (FlyEM-HB:294778999)
294782432	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP203_R (FlyEM-HB:294782432)
294782488	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPV6a9_b_R (FlyEM-HB:294782488)
294783216	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP403_R (FlyEM-HB:294783216)
294783423	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP302_R (FlyEM-HB:294783423)
294786630	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPD4e1_b_R (FlyEM-HB:294786630)
294786785	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP300_R (FlyEM-HB:294786785)
294787849	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPV5e2_R (FlyEM-HB:294787849)
294791509	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	FB1D_R (FlyEM-HB:294791509)
294791642	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP416_R (FlyEM-HB:294791642)
294792184	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	M_vPNml53_R (FlyEM-HB:294792184)
294792311	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP302_R (FlyEM-HB:294792311)
294792344	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP166_R (FlyEM-HB:294792344)
294795822	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP416_R (FlyEM-HB:294795822)
294799968	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP418_R (FlyEM-HB:294799968)
294800293	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	FB7K_R (FlyEM-HB:294800293)
295063181	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	DNES2_R (FlyEM-HB:295063181)
295103172	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP458(SCB054)_R (FlyEM-HB:295103172)
295106899	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP143_R (FlyEM-HB:295106899)
295107514	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPV6i3_R (FlyEM-HB:295107514)
295111672	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPV6b1_R (FlyEM-HB:295111672)
295111734	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP252_R (FlyEM-HB:295111734)
295115222	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP303_R (FlyEM-HB:295115222)
295115429	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP053_R (FlyEM-HB:295115429)
295115628	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP053_R (FlyEM-HB:295115628)
295115794	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPD4e1_a_R (FlyEM-HB:295115794)
295116165	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP300_R (FlyEM-HB:295116165)
295116205	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SA1_a_R (FlyEM-HB:295116205)
295119694	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP301_R (FlyEM-HB:295119694)
295120601	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP352_R (FlyEM-HB:295120601)
295120620	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP300_R (FlyEM-HB:295120620)
295124412	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP092_R (FlyEM-HB:295124412)
295127956	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP271_R (FlyEM-HB:295127956)
295132077	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP416_R (FlyEM-HB:295132077)
295132487	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP418_R (FlyEM-HB:295132487)
295132551	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP416_R (FlyEM-HB:295132551)
295132845	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP167_R (FlyEM-HB:295132845)
295133015	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP414_R (FlyEM-HB:295133015)
295133452	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	FB9A_R (FlyEM-HB:295133452)
295133743	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP414_R (FlyEM-HB:295133743)
295133778	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP497_R (FlyEM-HB:295133778)
295133927	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP418_R (FlyEM-HB:295133927)
295136450	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SMP303_R (FlyEM-HB:295136450)
295136668	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP418_R (FlyEM-HB:295136668)
295136778	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	FB8A_R (FlyEM-HB:295136778)
295136965	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	FB1E_b_R (FlyEM-HB:295136965)
295137019	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP182_a_R (FlyEM-HB:295137019)
295137392	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP419_R (FlyEM-HB:295137392)
295137515	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP415_R (FlyEM-HB:295137515)
295141570	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SA1_a_R (FlyEM-HB:295141570)
295141618	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	FB9C_b_R (FlyEM-HB:295141618)
295434457	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP317_R (FlyEM-HB:295434457)
295439322	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP111_a_R (FlyEM-HB:295439322)
295443136	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP062_R (FlyEM-HB:295443136)
295443724	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHPD3b2_R (FlyEM-HB:295443724)
295456248	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP301_R (FlyEM-HB:295456248)
295456869	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP055_R (FlyEM-HB:295456869)
295461302	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP300_R (FlyEM-HB:295461302)
295461534	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP028_R (FlyEM-HB:295461534)
295461570	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP371_R (FlyEM-HB:295461570)
295461707	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV3a5_R (FlyEM-HB:295461707)
295461871	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	LHAV3a1_b_R (FlyEM-HB:295461871)
295466276	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP097_R (FlyEM-HB:295466276)
295470623	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP055_R (FlyEM-HB:295470623)
295470816	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP097_R (FlyEM-HB:295470816)
295473400	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP405_a_R (FlyEM-HB:295473400)
295473813	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SAF(FB9)_R (FlyEM-HB:295473813)
295473947	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP359_R (FlyEM-HB:295473947)
295474250	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP351_R (FlyEM-HB:295474250)
295474441	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SA3_bilateral_R (FlyEM-HB:295474441)
295474876	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SA1_b_R (FlyEM-HB:295474876)
295477467	neuprint_JRC_Hemibrain_1point1	has_soma_location	doi:10.1101/2023.06.27.546055	right side of organism	SLP416_R (FlyEM-HB:295477467)
