filename	label	AD	DBD	part_of	Template	synonyms	comment
20x-Brain-2094604501284552802	JRC_LH279_Brain_2019_20141219_42_F4_20x	P{R70G05-p65.AD}	P{R41H09-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS15300|JRC_IS15300	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141219_42_F4', age: 'Day 1-5'
20x-Brain-2094604375107305570	JRC_LH141_Brain_2019_20141212_42_F5_20x	P{R79C09-p65.AD}	P{R22A12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS15301|JRC_IS15301	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141212_42_F5', age: 'Day 1-5'
20x-Brain-2094604408745623650	JRC_LH272_Brain_2019_20141219_41_D1_20x	P{R14E05-p65.AD}	P{R41H09-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS15287|JRC_IS15287	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141219_41_D1', age: 'Day 1-5'
20x-Brain-2094604442115506274	JRC_LH263_Brain_2019_20141219_41_G5_20x	P{R14B11-p65.AD}	P{R38F08-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS03671|JRC_IS03671	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141219_41_G5', age: 'Day 1-5'
20x-Brain-2113432790291710050	JRC_LH163_Brain_2019_20150123_41_A1_20x	P{R16C09-p65.AD}	P{R25B07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS03224|JRC_SS03224	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150123_41_A1', age: 'Day 1-5'
20x-Brain-2113432792044929122	JRC_LH173_Brain_2019_20150123_41_A2_20x	P{R16C09-p65.AD}	P{R28A10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS03225|JRC_SS03225	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150123_41_A2', age: 'Day 1-5'
20x-Brain-2113432795803025506	JRC_LH206_Brain_2019_20150123_41_A4_20x	P{R70G02-p65.AD}	P{R31D07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS03227|JRC_SS03227	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150123_41_A4', age: 'Day 1-5'
20x-Brain-2113432814069219426	JRC_LH528_Brain_2019_20150123_41_C2_20x	P{R65H10-p65.AD}	P{R81E08-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS03237|JRC_SS03237	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150123_41_C2', age: 'Day 1-5'
20x-Brain-2128206921692348514	JRC_LH1668_Brain_2019_20150227_41_C1_20x	P{R65H10-p65.AD}	P{R85A07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS03791|JRC_SS03791	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_C1', age: 'Day 1-5'
20x-Brain-2128206927421767778	JRC_LH1828_Brain_2019_20150227_41_C6_20x	P{R64B08-p65.AD}	P{R95F09-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS03773|JRC_SS03773	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_C6', age: 'Day 1-5'
20x-Brain-2128206930001264738	JRC_LH578_Brain_2019_20150227_41_D2_20x	P{R70G02-p65.AD}	P{R94F11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS03776|JRC_SS03776	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_D2', age: 'Day 1-5'
20x-Brain-2128206932568178786	JRC_LH728_Brain_2019_20150227_41_D4_20x	P{R76E07-p65.AD}	P{R18B11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS03795|JRC_SS03795	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_D4', age: 'Day 1-5'
20x-Brain-2128206934711468130	JRC_LH1531_Brain_2019_20150227_41_D6_20x	P{R85A07-p65.AD}	P{R66A08-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS03797|JRC_SS03797	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_D6', age: 'Day 1-5'
20x-Brain-2128206937186107490	JRC_LH1543_Brain_2019_20150227_41_E2_20x	P{R76E07-p65.AD}	P{R66B12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS03799|JRC_SS03799	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_E2', age: 'Day 1-5'
20x-Brain-2128206942819057762	JRC_LH1518_Brain_2019_20150227_41_F1_20x	P{R85A07-p65.AD}	P{R65H10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS03801|JRC_SS03801	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_F1', age: 'Day 1-5'
20x-Brain-2128206943913771106	JRC_LH509_Brain_2019_20150227_41_F2_20x	P{R13C04-p65.AD}	P{R79C09-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS03783|JRC_SS03783	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150227_41_F2', age: 'Day 1-5'
20x-Brain-2131148750008090722	JRC_LH1112_Brain_2019_20150313_46_A2_20x	P{R37E08-p65.AD}	P{R41H07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS16337|JRC_IS16337	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150313_46_A2', age: 'Day 1-5'
20x-Brain-2131148807868514402	JRC_LH1337_Brain_2019_20150313_46_F1_20x	P{R41H07-p65.AD}	P{R53C10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS04962|JRC_IS04962	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150313_46_F1', age: 'Day 1-5'
20x-Brain-2131148829771169890	JRC_LH290_Brain_2019_20150313_46_G2_20x	P{R38D01-p65.AD}	P{R45F12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS00552|JRC_IS00552	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150313_46_G2', age: 'Day 1-5'
20x-Brain-2131148851887734882	JRC_LH808_Brain_2019_20150306_41_A6_20x	P{R84A06-p65.AD}	P{R25B10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS16061|JRC_IS16061	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150306_41_A6', age: 'Day 1-5'
20x-Brain-2131148856853790818	JRC_LH989_Brain_2019_20150306_41_B1_20x	P{R29G05-p65.AD}	P{R37G11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS04956|JRC_IS04956	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150306_41_B1', age: 'Day 1-5'
20x-Brain-2131148865070432354	JRC_LH979_Brain_2019_20150306_41_B4_20x	P{R84F07-p65.AD}	P{R37A11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS04972|JRC_IS04972	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150306_41_B4', age: 'Day 1-5'
20x-Brain-2131148918669443170	JRC_LH788_Brain_2019_20150306_41_E5_20x	P{R34C08-p65.AD}	P{R22C12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS16038|JRC_IS16038	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150306_41_E5', age: 'Day 1-5'
20x-Brain-2134776485519556706	JRC_LH247_Brain_2019_20150403_42_A1_20x	P{R82F03-p65.AD}	P{R34G01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS16661|JRC_IS16661	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150403_42_A1', age: 'Day 1-5'
20x-Brain-2134776487977418850	JRC_LH542_Brain_2019_20150403_42_A4_20x	P{R42D01-p65.AD}	P{R86A05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS16652|JRC_IS16652	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150403_42_A4', age: 'Day 1-5'
20x-Brain-2134776508990881890	JRC_LH191_Brain_2019_20150327_43_B6_20x	P{R84F07-p65.AD}	P{R30H02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS16583|JRC_IS16583	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150327_43_B6', age: 'Day 1-5'
20x-Brain-2136913422183301218	JRC_LH1478_Brain_2019_20150410_41_A5_20x	P{R64E06-p65.AD}	P{R65C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS16574|JRC_IS16574	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150410_41_A5', age: 'Day 1-5'
20x-Brain-2136913423949103202	JRC_LH1197_Brain_2019_20150410_41_B1_20x	P{R30F11-p65.AD}	P{R48D05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS04957|JRC_IS04957	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150410_41_B1', age: 'Day 1-5'
20x-Brain-2136913426557960290	JRC_LH849_Brain_2019_20150410_41_B4_20x	P{R11E08-p65.AD}	P{R28A10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS04948|JRC_IS04948	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150410_41_B4', age: 'Day 1-5'
20x-Brain-2136913443607806050	JRC_LH1475_Brain_2019_20150410_41_E5_20x	P{R86A05-p65.AD}	P{R65C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS04974|JRC_IS04974	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150410_41_E5', age: 'Day 1-5'
20x-Brain-2146798862671544418	JRC_LH123_Brain_2019_20150508_43_C3_20x	P{R16C09-p65.AD}	P{R20G01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS04951|JRC_IS04951	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20150508_43_C3', age: 'Day 1-5'
20x-Brain-2146798879260016738	JRC_LH1046_Brain_2019_20150508_43_E4_20x	P{R82F03-p65.AD}	P{R41G09-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS16786|JRC_IS16786	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20150508_43_E4', age: 'Day 1-5'
20x-Brain-2150514057159901282	JRC_LH1594_Brain_2019_20150515_41_A3_20x	P{R43D01-p65.AD}	P{R76G09-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS16986|JRC_IS16986	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150515_41_A3', age: 'Day 1-5'
20x-Brain-2150514057994567778	JRC_LH1574_Brain_2019_20150515_41_A4_20x	P{R20G01-p65.AD}	P{R76G09-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS16978|JRC_IS16978	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150515_41_A4', age: 'Day 1-5'
20x-Brain-2150514063182921826	JRC_LH421_Brain_2019_20150515_41_B4_20x	P{R38D01-p65.AD}	P{R54G12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS04958|JRC_IS04958	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150515_41_B4', age: 'Day 1-5'
20x-Brain-2150514064801923170	JRC_LH412_Brain_2019_20150515_41_B6_20x	P{R22B12-p65.AD}	P{R54G12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS16979|JRC_IS16979	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150515_41_B6', age: 'Day 1-5'
20x-Brain-2150514073568018530	JRC_LH1293_Brain_2019_20150515_41_D4_20x	P{R16C09-p65.AD}	P{R52H12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS16977|JRC_IS16977	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150515_41_D4', age: 'Day 1-5'
20x-Brain-2150514097014177890	JRC_LH1284_Brain_2019_20150522_44_B3_20x	P{R38F08-p65.AD}	P{R52H12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS04959|JRC_IS04959	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150522_44_B3', age: 'Day 1-5'
20x-Brain-2185901045320777826	JRC_LH563_Brain_2019_20150904_52_G3_20x	P{R16C09-p65.AD}	P{R94F11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS04013|JRC_IS04013	tile(s): 'brain', effector genotype: 'pJFRC200-10XUAS-IVS-myr::smGFP-HA (attP18), pJFRC216-13XLexAop2-IVS-myr::smGFP-V5 (su(Hw)attP8; Dr e /TM6B', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150904_52_G3', age: 'Day 1-5'
20x-Brain-2199647564557451338	JRC_LH304_Brain_2019_20151016_52_A6_20x	P{R65H10-p65.AD}	P{R46E11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS15279|JRC_IS15279	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20151016_52_A6', age: 'Day 1-5'
20x-Brain-2199647569083105354	JRC_LH567_Brain_2019_20151016_52_C2_20x	P{R22B12-p65.AD}	P{R94F11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS21825|JRC_IS21825	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20151016_52_C2', age: 'Day 1-5'
20x-Brain-2206700925093937250	JRC_LH1740_Brain_2019_20151030_51_D4_20x	P{R12H12-p65.AD}	P{R92A07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS22377|JRC_IS22377	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20151030_51_D4', age: 'Day 1-5'
20x-Brain-2206700927358861410	JRC_LH1727_Brain_2019_20151030_51_E4_20x	P{R16C09-p65.AD}	P{R85F05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS22374|JRC_IS22374	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20151030_51_E4', age: 'Day 1-5'
20x-Brain-2214518368952647717	JRC_LH770_Brain_2019_20151106_51_B1_20x	P{R37E08-p65.AD}	P{R20G10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	IS22763|JRC_IS22763	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20151106_51_B1', age: 'Day 1-5'
