filename	label	AD	DBD	part_of	Template	synonyms	comment
20x-Brain-2026743773425303650	JRC_SS01063_Brain_2018_20140623_32_G3_20x	P{R24F06-p65.AD}	P{R45E06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01063|GMR_SS01063|JRC_SS01063	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_32_G3', age: 'Day 1-5'
20x-Brain-2026743819650728034	JRC_SS01080_Brain_2018_20140623_34_D1_20x	P{R84B12-p65.AD}	P{VT048835-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01080|GMR_SS01080|JRC_SS01080	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_34_D1', age: 'Day 1-5'
20x-Brain-2026743779444129890	JRC_SS01064_Brain_2018_20140623_32_H1_20x	P{R27E07-p65.AD}	P{R14D01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01064|GMR_SS01064|JRC_SS01064	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_32_H1', age: 'Day 1-5'
20x-Brain-2028553832367128674	JRC_SS01046_Brain_2018_20140623_31_B2_20x	P{VT048835-p65.AD}	P{R24C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01046|GMR_SS01046|JRC_SS01046	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_31_B2', age: 'Day 1-5'
20x-Brain-2026743832460132450	JRC_SS01081_Brain_2018_20140623_34_E2_20x	P{R91C05-p65.AD}	P{R31B08-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01081|GMR_SS01081|JRC_SS01081	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_34_E2', age: 'Day 1-5'
20x-Brain-2025678802180374626	JRC_SS01066_Brain_2018_20140623_32_J2_20x	P{R30C12-p65.AD}	P{R22D06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01066|GMR_SS01066|JRC_SS01066	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_32_J2', age: 'Day 1-5'
20x-Brain-2028553880052170850	JRC_SS01049_Brain_2018_20140623_31_D4_20x	P{VT017683-p65.AD}	P{VT031084-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01049|GMR_SS01049|JRC_SS01049	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_31_D4', age: 'Day 1-5'
20x-Brain-2026743840903266402	JRC_SS00725_Brain_2018_20140623_34_G2_20x	P{R50D07-p65.AD}	P{R33H11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00725|GMR_SS00725|JRC_SS00725	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_34_G2', age: 'Day 1-5'
20x-Brain-2028553900755255394	JRC_SS01052_Brain_2018_20140623_31_F3_20x	P{VT056582-p65.AD}	P{R22D06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01052|GMR_SS01052|JRC_SS01052	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_31_F3', age: 'Day 1-5'
20x-Brain-2025678948314120290	JRC_SS00726_Brain_2018_20140623_34_H4_20x	P{R25C08-p65.AD}	P{R68A06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00726|GMR_SS00726|JRC_SS00726	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_34_H4', age: 'Day 1-5'
20x-Brain-2028553917805101154	JRC_SS01053_Brain_2018_20140623_31_G2_20x	P{VT063736-p65.AD}	P{R24A03-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01053|GMR_SS01053|JRC_SS01053	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_31_G2', age: 'Day 1-5'
20x-Brain-2026743849056993378	JRC_SS00727_Brain_2018_20140623_34_I3_20x	P{R14A01-p65.AD}	P{R79H02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00727|GMR_SS00727|JRC_SS00727	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_34_I3', age: 'Day 1-5'
20x-Brain-2247799401269428298	JRC_SS01054_Brain_2018_20140623_31_H4_20x	P{R14H09-p65.AD}	P{R56H09-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01054|GMR_SS01054|JRC_SS01054	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_31_H4', age: 'Day 1-5'
20x-Brain-2028553950231265378	JRC_SS01056_Brain_2018_20140623_31_J3_20x	P{R17A04-p65.AD}	P{R24A03-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01056|GMR_SS01056|JRC_SS01056	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_31_J3', age: 'Day 1-5'
20x-Brain-2030819985416257634	JRC_SS01069_Brain_2018_20140623_33_C2_20x	P{R38H06-p65.AD}	P{VT018689-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01069|GMR_SS01069|JRC_SS01069	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_33_C2', age: 'Day 1-5'
20x-Brain-2030820023773167714	JRC_SS01073_Brain_2018_20140623_33_G2_20x	P{R42B02-p65.AD}	P{R65C10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01073|GMR_SS01073|JRC_SS01073	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_33_G2', age: 'Day 1-5'
20x-Brain-2030820030538580066	JRC_SS01074_Brain_2018_20140623_33_H4_20x	P{R42B02-p65.AD}	P{R89B01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01074|GMR_SS01074|JRC_SS01074	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_33_H4', age: 'Day 1-5'
20x-Brain-2030820035349446754	JRC_SS01075_Brain_2018_20140623_33_I2_20x	P{R47H03-p65.AD}	P{R59F08-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01075|GMR_SS01075|JRC_SS01075	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140623_33_I2', age: 'Day 1-5'
20x-Brain-2041259614837669986	JRC_SS01540_Brain_2018_20140718_31_A1_20x	P{VT023490-p65.AD}	P{R38F04-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01540|GMR_SS01540|JRC_SS01540	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_31_A1', age: 'Day 1-5'
20x-Brain-2041259638363521122	JRC_SS01541_Brain_2018_20140718_31_B3_20x	P{VT028606-p65.AD}	P{R56G08-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01541|GMR_SS01541|JRC_SS01541	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_31_B3', age: 'Day 1-5'
20x-Brain-2041259656352890978	JRC_SS01542_Brain_2018_20140718_31_C4_20x	P{VT028606-p65.AD}	P{R87B09-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01542|GMR_SS01542|JRC_SS01542	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_31_C4', age: 'Day 1-5'
20x-Brain-2041259663873278050	JRC_SS01544_Brain_2018_20140718_31_D2_20x	P{VT048835-p65.AD}	P{VT017647-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01544|GMR_SS01544|JRC_SS01544	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_31_D2', age: 'Day 1-5'
20x-Brain-2043621057121747042	JRC_SS01545_Brain_2018_20140718_31_E1_20x	P{VT001615-p65.AD}	P{VT043132-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01545|GMR_SS01545|JRC_SS01545	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_31_E1', age: 'Day 1-5'
20x-Brain-2043621064184954978	JRC_SS01546_Brain_2018_20140718_31_F1_20x	P{VT040698-p65.AD}	P{VT028606-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01546|GMR_SS01546|JRC_SS01546	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_31_F1', age: 'Day 1-5'
20x-Brain-2043621078776938594	JRC_SS01547_Brain_2018_20140718_31_G4_20x	P{VT049363-p65.AD}	P{VT057283-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01547|GMR_SS01547|JRC_SS01547	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_31_G4', age: 'Day 1-5'
20x-Brain-2129697627808202850	JRC_SS01549_Brain_2018_20140718_32_A2_20x	P{VT029814-p65.AD}	P{VT003280-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01549|GMR_SS01549|JRC_SS01549	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_32_A2', age: 'Day 1-5'
20x-Brain-2129697629834051682	JRC_SS01549_Brain_2018_20140718_32_A3_20x	P{VT029814-p65.AD}	P{VT003280-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01549|GMR_SS01549|JRC_SS01549	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_32_A3', age: 'Day 1-5'
20x-Brain-2042502738641682530	JRC_SS01550_Brain_2018_20140718_32_B2_20x	P{VT037583-p65.AD}	P{VT025598-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01550|GMR_SS01550|JRC_SS01550	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_32_B2', age: 'Day 1-5'
20x-Brain-2042502764814139490	JRC_SS01552_Brain_2018_20140718_32_D4_20x	P{VT061919-p65.AD}	P{VT040698-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01552|GMR_SS01552|JRC_SS01552	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_32_D4', age: 'Day 1-5'
20x-Brain-2129697654882435170	JRC_SS01553_Brain_2018_20140718_32_E1_20x	P{VT003476-p65.AD}	P{R89A03-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01553|GMR_SS01553|JRC_SS01553	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_32_E1', age: 'Day 1-5'
20x-Brain-2042502775362814050	JRC_SS01554_Brain_2018_20140718_32_F1_20x	P{VT063736-p65.AD}	P{VT017647-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01554|GMR_SS01554|JRC_SS01554	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_32_F1', age: 'Day 1-5'
20x-Brain-2042502802688704610	JRC_SS01556_Brain_2018_20140718_32_H2_20x	P{R11E07-p65.AD}	P{R77F05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01556|GMR_SS01556|JRC_SS01556	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_32_H2', age: 'Day 1-5'
20x-Brain-2042502809949044834	JRC_SS01557_Brain_2018_20140722_34_A1_20x	P{R13D04-p65.AD}	P{R65D05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01557|GMR_SS01557|JRC_SS01557	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_A1', age: 'Day 1-5'
20x-Brain-2042502826428465250	JRC_SS01558_Brain_2018_20140722_34_B4_20x	P{R27E07-p65.AD}	P{VT014958-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01558|GMR_SS01558|JRC_SS01558	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_B4', age: 'Day 1-5'
20x-Brain-2042502838763913314	JRC_SS01560_Brain_2018_20140722_34_C4_20x	P{R31H10-p65.AD}	P{VT040698-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01560|GMR_SS01560|JRC_SS01560	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_C4', age: 'Day 1-5'
20x-Brain-2042502850247917666	JRC_SS01561_Brain_2018_20140722_34_D4_20x	P{R42B02-p65.AD}	P{VT011148-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01561|GMR_SS01561|JRC_SS01561	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_D4', age: 'Day 1-5'
20x-Brain-2042502857432760418	JRC_SS01564_Brain_2018_20140722_34_F1_20x	P{R44A07-p65.AD}	P{VT045150-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01564|GMR_SS01564|JRC_SS01564	tile(s): 'brain_with_lamina', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_F1', age: 'Day 1-5'
20x-Brain-2042502869764014178	JRC_SS01565_Brain_2018_20140722_34_G1_20x	P{R60B11-p65.AD}	P{R83B04-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01565|GMR_SS01565|JRC_SS01565	tile(s): 'brain_with_lamina', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_G1', age: 'Day 1-5'
20x-Brain-2042502875023671394	JRC_SS01566_Brain_2018_20140722_34_H1_20x	P{R66B05-p65.AD}	P{R85H06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01566|GMR_SS01566|JRC_SS01566	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_H1', age: 'Day 1-5'
20x-Brain-2049013607982694498	JRC_SS01047_Brain_2018_20140722_34_J2_20x	P{VT019018-p65.AD}	P{VT017647-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01047|GMR_SS01047|JRC_SS01047	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_J2', age: 'Day 1-5'
