filename	label	AD	DBD	part_of	Template	synonyms	comment
20x-Brain-2488158089967042658	JRC_SS47356_Brain_2018_20171206_35_E3_20x	P{VT038448-p65.AD}	P{VT045508-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS47356|JRC_SS47356	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20171206_35_E3', age: 'Day 1-5'
20x-Brain-2493957424612900962	JRC_SS46525_Brain_2018_20180109_31_C4_20x	P{VT000605-p65.AD}	P{VT006199-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS46525|JRC_SS46525	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180109_31_C4', age: 'Day 1-5'
20x-Brain-2493957990516785250	JRC_SS47406_Brain_2018_20180109_32_C3_20x	P{VT006486-p65.AD}	P{VT024603-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS47406|JRC_SS47406	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180109_32_C3', age: 'Day 1-5'
20x-Brain-2493957991368228962	JRC_SS47432_Brain_2018_20180109_32_F1_20x	P{VT046049-p65.AD}	P{VT024603-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS47432|JRC_SS47432	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180109_32_F1', age: 'Day 1-5'
20x-Brain-2508837413095211106	JRC_SS52628_Brain_2018_20180209_42_B3_20x	P{R22G07-p65.AD}	P{VT063307-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52628|JRC_SS52628	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20180209_42_B3', age: 'Day 1-5'
20x-Brain-2509158785600192610	JRC_SS02195_Brain_2018_20180222_34_A1_20x	P{VT000355-p65.AD}	P{R47A08-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02195|GMR_SS02195|JRC_SS02195	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_34_A1', age: 'Day 1-5'
20x-Brain-2509158785793130594	JRC_SS02195_Brain_2018_20180222_34_A4_20x	P{VT000355-p65.AD}	P{R47A08-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02195|GMR_SS02195|JRC_SS02195	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_34_A4', age: 'Day 1-5'
20x-Brain-2509158786011234402	JRC_SS02215_Brain_2018_20180222_34_B2_20x	P{VT001979-p65.AD}	P{R13D09-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02215|GMR_SS02215|JRC_SS02215	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_34_B2', age: 'Day 1-5'
20x-Brain-2509158786355167330	JRC_SS02303_Brain_2018_20180222_34_C2_20x	P{R65B12-p65.AD}	P{R15E12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02303|GMR_SS02303|JRC_SS02303	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_34_C2', age: 'Day 1-5'
20x-Brain-2509158787206611042	JRC_SS02718_Brain_2018_20180222_34_F4_20x	P{VT005529-p65.AD}	P{R83D12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02718|GMR_SS02718|JRC_SS02718	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_34_F4', age: 'Day 1-5'
20x-Brain-2509444913368662114	JRC_SS02254_Brain_2018_20180222_33_A3_20x	P{R15E01-p65.AD}	P{VT016114-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02254|GMR_SS02254|JRC_SS02254	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_33_A3', age: 'Day 1-5'
20x-Brain-2509444913578377314	JRC_SS02191_Brain_2018_20180222_33_B1_20x	P{VT000355-p65.AD}	P{VT040589-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02191|GMR_SS02191|JRC_SS02191	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_33_B1', age: 'Day 1-5'
20x-Brain-2509444913918115938	JRC_SS02255_Brain_2018_20180222_33_C1_20x	P{R16D01-p65.AD}	P{VT016114-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02255|GMR_SS02255|JRC_SS02255	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_33_C1', age: 'Day 1-5'
20x-Brain-2509444914253660258	JRC_SS02239_Brain_2018_20180222_33_D1_20x	P{VT000454-p65.AD}	P{VT001980-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02239|GMR_SS02239|JRC_SS02239	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_33_D1', age: 'Day 1-5'
20x-Brain-2509444915134464098	JRC_SS02270_Brain_2018_20180222_33_F4_20x	P{R30G06-p65.AD}	P{R27A10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02270|GMR_SS02270|JRC_SS02270	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_33_F4', age: 'Day 1-5'
20x-Brain-2509444915365150818	JRC_SS02293_Brain_2018_20180222_33_G2_20x	P{R41G11-p65.AD}	P{VT005534-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02293|GMR_SS02293|JRC_SS02293	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_33_G2', age: 'Day 1-5'
20x-Brain-2515634824861974626	JRC_SS46512_Brain_2018_20180314_32_A1_20x	P{VT049354-p65.AD}	P{VT026669-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS46512|JRC_SS46512	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_32_A1', age: 'Day 1-5'
20x-Brain-2515634825184936034	JRC_SS46517_Brain_2018_20180314_32_B1_20x	P{VT037871-p65.AD}	P{VT060202-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS46517|JRC_SS46517	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_32_B1', age: 'Day 1-5'
20x-Brain-2515634825507897442	JRC_SS46528_Brain_2018_20180314_32_C1_20x	P{VT040713-p65.AD}	P{VT049354-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS46528|JRC_SS46528	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_32_C1', age: 'Day 1-5'
20x-Brain-2515634825960882274	JRC_SS50517_Brain_2018_20180314_32_D3_20x	P{R48H02-p65.AD}	P{VT026759-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS50517|JRC_SS50517	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_32_D3', age: 'Day 1-5'
20x-Brain-2515634826938155106	JRC_SS50477_Brain_2018_20180314_32_G3_20x	P{VT026759-p65.AD}	P{VT019728-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS50477|JRC_SS50477	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_32_G3', age: 'Day 1-5'
20x-Brain-2515709442272526434	JRC_SS52257_Brain_2018_20180309_46_A1_20x	P{VT043920-p65.AD}	P{R24A02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52257|JRC_SS52257	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180309_46_A1', age: 'Day 1-5'
20x-Brain-2515959149255196770	JRC_SS50447_Brain_2018_20180314_33_A3_20x	P{VT008281-p65.AD}	P{VT008652-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS50447|JRC_SS50447	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_33_A3', age: 'Day 1-5'
20x-Brain-2515959149632684130	JRC_SS50487_Brain_2018_20180314_33_B3_20x	P{R25B07-p65.AD}	P{VT021373-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS50487|JRC_SS50487	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_33_B3', age: 'Day 1-5'
20x-Brain-2515959150119223394	JRC_SS50420_Brain_2018_20180314_33_D1_20x	P{VT019728-p65.AD}	P{R48H02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS50420|JRC_SS50420	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_33_D1', age: 'Day 1-5'
20x-Brain-2515959150442184802	JRC_SS52244_Brain_2018_20180314_33_E2_20x	P{VT039497-p65.AD}	P{R48A11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52244|JRC_SS52244	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_33_E2', age: 'Day 1-5'
20x-Brain-2515959150760951906	JRC_SS52338_Brain_2018_20180314_33_F3_20x	P{R75H10-p65.AD}	P{R83D12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52338|JRC_SS52338	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_33_F3', age: 'Day 1-5'
20x-Brain-2515959151075524706	JRC_SS52265_Brain_2018_20180314_33_G3_20x	P{VT019012-p65.AD}	P{R37H01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52265|JRC_SS52265	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_33_G3', age: 'Day 1-5'
20x-Brain-2515966260848623714	JRC_SS04444_Brain_2018_20180314_31_A1_20x	P{R21A07-p65.AD}	P{VT020016-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS04444|JRC_SS04444	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_31_A1', age: 'Day 1-5'
20x-Brain-2515966261251276898	JRC_SS04912_Brain_2018_20180314_31_B1_20x	P{R41G11-p65.AD}	P{R72G09-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS04912|JRC_SS04912	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_31_B1', age: 'Day 1-5'
20x-Brain-2515966261985280098	JRC_SS27853_Brain_2018_20180314_31_D1_20x	P{R33A12-p65.AD}	P{VT040589-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS27853|JRC_SS27853	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_31_D1', age: 'Day 1-5'
20x-Brain-2515966262060777570	JRC_SS27853_Brain_2018_20180314_31_D2_20x	P{R33A12-p65.AD}	P{VT040589-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS27853|JRC_SS27853	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_31_D2', age: 'Day 1-5'
20x-Brain-2515966262517956706	JRC_SS46507_Brain_2018_20180314_31_E3_20x	P{VT040713-p65.AD}	P{VT006486-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS46507|JRC_SS46507	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_31_E3', age: 'Day 1-5'
20x-Brain-2515966262832529506	JRC_SS46524_Brain_2018_20180314_31_F2_20x	P{VT006486-p65.AD}	P{VT026017-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS46524|JRC_SS46524	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_31_F2', age: 'Day 1-5'
20x-Brain-2515966263243571298	JRC_SS46515_Brain_2018_20180314_31_G3_20x	P{VT049354-p65.AD}	P{VT006199-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS46515|JRC_SS46515	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_31_G3', age: 'Day 1-5'
20x-Brain-2518152166888177762	JRC_SS52578_Brain_2018_20180321_31_A1_20x	P{VT029577-p65.AD}	P{VT038817-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52578|JRC_SS52578	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180321_31_A1', age: 'Day 1-5'
20x-Brain-2518152167420854370	JRC_SS52590_Brain_2018_20180321_31_C2_20x	P{VT017491-p65.AD}	P{VT000355-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52590|JRC_SS52590	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180321_31_C2', age: 'Day 1-5'
20x-Brain-2518152167668318306	JRC_SS53161_Brain_2018_20180321_31_D1_20x	P{VT063307-p65.AD}	P{VT057247-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS53161|JRC_SS53161	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180321_31_D1', age: 'Day 1-5'
20x-Brain-2518152167991279714	JRC_SS00090_Brain_2018_20180321_31_E1_20x	P{R19G02-p65.AD}	P{R15C03-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00090|GMR_SS00090|JRC_SS00090	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180321_31_E1', age: 'Day 1-5'
20x-Brain-2520709012752695394	JRC_SS54295_Brain_2018_20180320_32_I2_20x	P{VT026664-p65.AD}	P{VT032907-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS54295|JRC_SS54295	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180320_32_I2', age: 'Day 1-5'
20x-Brain-2520774950327943266	JRC_SS50417_Brain_2018_20180320_32_A1_20x	P{VT019728-p65.AD}	P{VT000926-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS50417|JRC_SS50417	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180320_32_A1', age: 'Day 1-5'
20x-Brain-2520774950827065442	JRC_SS50417_Brain_2018_20180320_32_A3_20x	P{VT019728-p65.AD}	P{VT000926-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS50417|JRC_SS50417	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180320_32_A3', age: 'Day 1-5'
20x-Brain-2520774951170998370	JRC_SS52266_Brain_2018_20180320_32_B3_20x	P{VT019012-p65.AD}	P{R38G02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52266|JRC_SS52266	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180320_32_B3', age: 'Day 1-5'
20x-Brain-2520774951556874338	JRC_SS52267_Brain_2018_20180320_32_C3_20x	P{VT019012-p65.AD}	P{R72C10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52267|JRC_SS52267	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180320_32_C3', age: 'Day 1-5'
20x-Brain-2520774952508981346	JRC_SS52347_Brain_2018_20180320_32_F1_20x	P{R92B02-p65.AD}	P{R48H01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52347|JRC_SS52347	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180320_32_F1', age: 'Day 1-5'
20x-Brain-2520774952924217442	JRC_SS52577_Brain_2018_20180320_32_G2_20x	P{VT063307-p65.AD}	P{VT019742-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52577|JRC_SS52577	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180320_32_G2', age: 'Day 1-5'
20x-Brain-2524036018579964002	JRC_SS52669_Brain_2018_20180323_49_D1_20x	P{R68A10-p65.AD}	P{R75H10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52669|JRC_SS52669	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180323_49_D1', age: 'Day 6-10'
20x-Brain-2524036021155266658	JRC_SS20046_Brain_2018_20180323_49_H1_20x	P{VT000355-p65.AD}	P{R21E02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS20046|JRC_SS20046	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180323_49_H1', age: 'Day 6-10'
20x-Brain-2525754321178460258	JRC_SS24258_Brain_2018_20180411_33_A3_20x	P{VT058568-p65.AD}	P{R83D12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS24258|JRC_SS24258	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180411_33_A3', age: 'Day 1-5'
20x-Brain-2525754322084429922	JRC_SS00043_Brain_2018_20180411_33_C1_20x	P{R65B12-p65.AD}	P{R30E10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00043|GMR_SS00043|JRC_SS00043	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180411_33_C1', age: 'Day 1-5'
