filename	label	AD	DBD	part_of
Janelia-2019981410135179362-Brain-63x_nrs_jacs_jacsData_filestore_nerna_Alignment_363_809_2652532202092363809_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_OL0046B_Brain_2020__1	P{R26A03-p65.AD}	P{R54A05-GAL4.DBD}	female organism|adult brain
Janelia-2019981555467812962-Brain-63x_nrs_jacs_jacsData_filestore_nerna_Alignment_454_754_2020795355712454754_align_Aligned63xScale_8bitc_J18U_SG	JRC_OL0008B_Brain_2020__2	P{R35D04-p65.AD}	P{R55F01-GAL4.DBD}	female organism|adult brain
Janelia-2020722766663123042-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_283_618_2287403898786283618_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0010B_Brain_2020__2	P{R92B11-p65.AD}	P{R82D11-GAL4.DBD}	female organism|adult brain
Janelia-2020722768114352226-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_853_925_2273576748882853925_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0015B_Brain_2020__3	P{R22H02-p65.AD}	P{R20G06-GAL4.DBD}	female organism|adult brain
Janelia-2020722772065386594-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_662_114_2287403899096662114_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0005B_Brain_2020__2	P{R21D03-p65.AD}	P{R65C12-GAL4.DBD}	female organism|adult brain
Janelia-2020722776121278562-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_716_194_2287403773875716194_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0027B_Brain_2020__2	P{R14A11-p65.AD}	P{R50C10-GAL4.DBD}	female organism|adult brain
Janelia-2021466527429034082-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_116_130_2021657900883116130_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0003B_Brain_2020__1	P{R24A02-p65.AD}	P{R26A03-GAL4.DBD}	female organism|adult brain
Janelia-2021466528737656930-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_555_106_2287403111712555106_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0042B_Brain_2020__2	P{R26A03-p65.AD}	P{R24A02-GAL4.DBD}	female organism|adult brain
Janelia-2021466530985803874-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_796_450_2021666747005796450_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0004B_Brain_2020__1	P{R24A02-p65.AD}	P{R91B01-GAL4.DBD}	female organism|adult brain
Janelia-2021466531883384930-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_676_386_2287403657265676386_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0017B_Brain_2020__1	P{R82D11-p65.AD}	P{R54A05-GAL4.DBD}	female organism|adult brain
Janelia-2021466534026674274-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_543_650_2287403503611543650_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0046B_Brain_2020__2	P{R26A03-p65.AD}	P{R54A05-GAL4.DBD}	female organism|adult brain
Janelia-2021466536492925026-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_051_106_2287403553163051106_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0092C_Brain_2020__1	PBac{R92B02-p65.AD}	P{R38E08-GAL4.DBD}	female organism|adult brain
Janelia-2021466539995168866-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_102_818_2021689357731102818_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0007B_Brain_2020__1	P{R35D04-p65.AD}	P{R65B05-GAL4.DBD}	female organism|adult brain
Janelia-2021466541656113250-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_400_930_2287403628161400930_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0008B_Brain_2020__3	P{R35D04-p65.AD}	P{R55F01-GAL4.DBD}	female organism|adult brain
Janelia-2021466543874900066-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_038_498_2021699494504038498_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0011B_Brain_2020__1	P{R82D11-p65.AD}	P{R92B11-GAL4.DBD}	female organism|adult brain
Janelia-2021466552771018850-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_529_314_2287403180507529314_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0044B_Brain_2020__2	P{R55C04-p65.AD}	P{R85F11-GAL4.DBD}	female organism|adult brain
Janelia-2021466556076130402-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_259_362_2021723834117259362_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0045B_Brain_2020__1	P{R55C04-p65.AD}	P{R41C05-GAL4.DBD}	female organism|adult brain
Janelia-2021466558169088098-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_014_370_2287403552601014370_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0001B_Brain_2020__2	P{R64G10-p65.AD}	P{R35B06-GAL4.DBD}	female organism|adult brain
Janelia-2021466565618172002-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_131_426_2287403250460131426_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS00315_Brain_2020__2	P{R47H03-p65.AD}	P{R72E01-GAL4.DBD}	female organism|adult brain
Janelia-2021466568596127842-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_543_522_2287403553389543522_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0081B_Brain_2020__1	P{R47E07-p65.AD}	P{R41C07-GAL4.DBD}	female organism|adult brain
Janelia-2021466569904750690-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_696_037_2273576152989696037_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0087B_Brain_2020__1	P{R82D11-p65.AD}	P{R41C07-GAL4.DBD}	female organism|adult brain
Janelia-2021466574824669282-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_312_802_2287403690522312802_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0071B_Brain_2020__1	P{R91B01-p65.AD}	P{R41C07-GAL4.DBD}	female organism|adult brain
Janelia-2021466577353834594-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_698_594_2287403278318698594_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0077B_Brain_2020__1	P{R92B02-p65.AD}	P{R41C07-GAL4.DBD}	female organism|adult brain
Janelia-2021466583804674146-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_346_018_2287403356043346018_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0218B_Brain_2020__1	P{R47E07-p65.AD}	P{VT049344-GAL4.DBD}	female organism|adult brain
Janelia-2021466590523949154-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_543_972_2500874684581543972_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0202B_Brain_2020__1	P{R42E06-p65.AD}	P{VT019053-GAL4.DBD}	female organism|adult brain
Janelia-2022140513733312610-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_181_986_2287403773238181986_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0029B_Brain_2020__1	P{R64G09-p65.AD}	P{R37H04-GAL4.DBD}	female organism|adult brain
Janelia-2022140522755260514-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_513_570_2287403732641513570_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0048B_Brain_2020__2	P{R19G02-p65.AD}	P{R75G12-GAL4.DBD}	female organism|adult brain
Janelia-2024138455012868194-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_158_562_2287403773108158562_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0203B_Brain_2020__1	P{R42E06-p65.AD}	P{VT022290-GAL4.DBD}	female organism|adult brain
Janelia-2024138478400307298-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_550_498_2287403396392550498_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0070B_Brain_2020__2	P{R91B01-p65.AD}	P{R22A07-GAL4.DBD}	female organism|adult brain
Janelia-2080822626355249250-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_806_818_2287403854955806818_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02445_Brain_2020__1	P{VT007747-p65.AD}	P{R85H06-GAL4.DBD}	female organism|adult brain
Janelia-2100932939083677794-Brain-63x_nrs_jacs_jacsData_filestore_nerna_Alignment_397_538_2244728952654397538_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_SS02638_Brain_2020__1	P{VT038216-p65.AD}	P{VT026477-GAL4.DBD}	female organism|adult brain
Janelia-2100932983627186274-Brain-63x_nrs_jacs_jacsData_filestore_nerna_Alignment_024_545_2652310506425024545_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_SS02645_Brain_2020__1	P{VT027704-p65.AD}	P{VT040569-GAL4.DBD}	female organism|adult brain
Janelia-2100933000551202914-Brain-63x_nrs_jacs_jacsData_filestore_nerna_Alignment_156_194_2104056920561156194_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_SS02650_Brain_2020__1	P{VT009792-p65.AD}	P{VT002021-GAL4.DBD}	female organism|adult brain
Janelia-2113455647583371362-Brain-63x_nrs_jacs_jacsData_filestore_nerna_Alignment_794_277_2256023452374794277_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_SS02445_Brain_2020__2	P{VT007747-p65.AD}	P{R85H06-GAL4.DBD}	female organism|adult brain
Janelia-2149676628458864738-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_440_668_2358437101059440668_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02662_Brain_2020__1	P{R28G03-p65.AD}	P{VT027704-GAL4.DBD}	female organism|adult brain
Janelia-2149676645965889634-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_931_298_2287405646426931298_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02651_Brain_2020__1	P{VT032961-p65.AD}	P{VT040569-GAL4.DBD}	female organism|adult brain
Janelia-2149676650667704418-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_637_916_2358437004745637916_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02645_Brain_2020__2	P{VT027704-p65.AD}	P{VT040569-GAL4.DBD}	female organism|adult brain
Janelia-2149676663581966434-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_891_938_2287405486665891938_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02650_Brain_2020__2	P{VT009792-p65.AD}	P{VT002021-GAL4.DBD}	female organism|adult brain
Janelia-2149676666895466594-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_634_140_2358435917292634140_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02652_Brain_2020__1	P{VT032961-p65.AD}	P{VT027704-GAL4.DBD}	female organism|adult brain
Janelia-2149676667428143202-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_824_546_2287405349310824546_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02638_Brain_2020__2	P{VT038216-p65.AD}	P{VT026477-GAL4.DBD}	female organism|adult brain
Janelia-2222849977678299234-Brain-63x_nrs_jacs_jacsData_filestore_nerna_Alignment_055_973_2249320502118055973_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_SS03822_Brain_2020__1	P{VT043920-p65.AD}	P{R91B01-GAL4.DBD}	female organism|adult brain
Janelia-2259780008018968613-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_120_098_2284735556485120098_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0019B_Brain_2020__3	P{R35D04-p65.AD}	P{R22D06-GAL4.DBD}	female organism|adult brain
Janelia-2259780011294720037-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_742_178_2284735659853742178_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0020B_Brain_2020__1	P{R35D04-p65.AD}	P{R80E07-GAL4.DBD}	female organism|adult brain
Janelia-2259780021839200293-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_321_954_2284734782275321954_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0021B_Brain_2020__1	P{R35D04-p65.AD}	P{R82D11-GAL4.DBD}	female organism|adult brain
Janelia-2259780025836372005-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_521_634_2284734919827521634_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0022B_Brain_2020__1	P{R35D04-p65.AD}	P{R91B01-GAL4.DBD}	female organism|adult brain
Janelia-2259780036422795301-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_192_802_2284735528597192802_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_OL0023B_Brain_2020__2	P{R72C08-p65.AD}	P{R50D07-GAL4.DBD}	female organism|adult brain
Janelia-2259780060309356581-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_453_602_2284735555650453602_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS00940_Brain_2020__1	P{R35D04-p65.AD}	P{R22A07-GAL4.DBD}	female organism|adult brain
Janelia-2259780063639633957-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_240_994_2284735530476240994_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS00937_Brain_2020__1	P{R22A07-p65.AD}	P{R35D04-GAL4.DBD}	female organism|adult brain
Janelia-2259780079385051173-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_646_498_2284736037676646498_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS00941_Brain_2020__2	PBac{R47E07-p65.AD}	P{R35D04-GAL4.DBD}	female organism|adult brain
Janelia-2259780094073503781-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_013_666_2284735528140013666_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS00942_Brain_2020__1	P{R47E07-p65.AD}	P{R35D04-GAL4.DBD}	female organism|adult brain
Janelia-2259780153515180069-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_990_500_2500875228716990500_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02681_Brain_2020__1	P{VT040747-p65.AD}	P{R72C08-GAL4.DBD}	female organism|adult brain
Janelia-2259780179775717413-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_795_490_2284735243476795490_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02665_Brain_2020__1	P{R35D04-p65.AD}	P{VT058944-GAL4.DBD}	female organism|adult brain
Janelia-2259780201644818469-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_129_826_2284734919085129826_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02666_Brain_2020__1	P{R35D04-p65.AD}	P{VT045997-GAL4.DBD}	female organism|adult brain
Janelia-2259780211669205029-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_527_650_2284735070629527650_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02664_Brain_2020__1	P{R35D04-p65.AD}	P{VT043656-GAL4.DBD}	female organism|adult brain
Janelia-2259780249317277733-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_451_938_2284735350796451938_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02663_Brain_2020__1	P{R35D04-p65.AD}	P{VT040747-GAL4.DBD}	female organism|adult brain
Janelia-2260173451484463141-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_172_898_2256163216084172898_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS03822_Brain_2020__2	P{VT043920-p65.AD}	P{R91B01-GAL4.DBD}	female organism|adult brain
Janelia-2269962741521317986-Brain-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_820_580_2612366533715820580_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_SS02669_Brain_2020__1	P{R72C08-p65.AD}	P{VT040747-GAL4.DBD}	female organism|adult brain
Janelia-1919113395999604834-VNC-63x_nrs_jacs_jacsData_filestore_nerna_Alignment_084_577_2652370915551084577_align_REG_JRC2018_FEMALE_63x_8bitc_J18VU_SG	JRC_SS00315_VNC_2020__1	P{R47H03-p65.AD}	P{R72E01-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-1958765481812820066-VNC-63x_nrs_jacs_jacsData_filestore_nerna_Alignment_732_260_2652540304279732260_align_REG_JRC2018_FEMALE_63x_8bitc_J18VU_SG	JRC_OL0070B_VNC_2020__1	P{R91B01-p65.AD}	P{R22A07-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-1971522337262010466-VNC-63x_nrs_jacs_jacsData_filestore_nerna_Alignment_569_956_2652515145791569956_align_REG_JRC2018_FEMALE_63x_8bitc_J18VU_SG	JRC_OL0042B_VNC_2020__1	P{R26A03-p65.AD}	P{R24A02-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-1971522347873599586-VNC-63x_nrs_jacs_jacsData_filestore_nerna_Alignment_192_674_2652376063950192674_align_REG_JRC2018_FEMALE_63x_8bitc_J18VU_SG	JRC_OL0044B_VNC_2020__1	P{R55C04-p65.AD}	P{R85F11-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2019981410135179362-VNC-63x_nrs_jacs_jacsData_filestore_nerna_Alignment_521_249_2652593265328521249_align_REG_JRC2018_FEMALE_63x_8bitc_J18VU_SG	JRC_OL0046B_VNC_2020__1	P{R26A03-p65.AD}	P{R54A05-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2021466527429034082-VNC-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_207_970_2586027064528207970_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_OL0003B_VNC_2020__1	P{R24A02-p65.AD}	P{R26A03-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2021466530985803874-VNC-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_662_114_2586026416344662114_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_OL0004B_VNC_2020__1	P{R24A02-p65.AD}	P{R91B01-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2021466539995168866-VNC-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_883_362_2586026161695883362_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_OL0007B_VNC_2020__1	P{R35D04-p65.AD}	P{R65B05-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2021466543874900066-VNC-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_678_114_2586028123950678114_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_OL0011B_VNC_2020__1	P{R82D11-p65.AD}	P{R92B11-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2021466556076130402-VNC-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_305_570_2586049860675305570_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_OL0045B_VNC_2020__1	P{R55C04-p65.AD}	P{R41C05-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2100932983627186274-VNC-63x_nrs_jacs_jacsData_filestore_nerna_Alignment_436_257_2652372693600436257_align_REG_JRC2018_FEMALE_63x_8bitc_J18VU_SG	JRC_SS02645_VNC_2020__1	P{VT027704-p65.AD}	P{VT040569-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2269962741521317986-VNC-20x_nrs_jacs_jacsData_filestore_nerna_Alignment_984_612_2612387677864984612_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_SS02669_VNC_2020__1	P{R72C08-p65.AD}	P{VT040747-GAL4.DBD}	female organism|thoracico-abdominal ganglion
