filename	label	AD	DBD	part_of
Janelia-2131148829771169890-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_869_922_2570334140129869922_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH290_Brain_2020__1	P{R38D01-p65.AD}	P{R45F12-GAL4.DBD}	female organism|adult brain
Janelia-2131148851887734882-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_276_385_2570334249106276385_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH808_Brain_2020__1	P{R84A06-p65.AD}	P{R25B10-GAL4.DBD}	female organism|adult brain
Janelia-2131148856853790818-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_661_601_2570334060903661601_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH989_Brain_2020__1	P{R29G05-p65.AD}	P{R37G11-GAL4.DBD}	female organism|adult brain
Janelia-2131148865070432354-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_069_089_2570334451905069089_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH979_Brain_2020__1	P{R84F07-p65.AD}	P{R37A11-GAL4.DBD}	female organism|adult brain
Janelia-2131148918669443170-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_777_057_2570334184379777057_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH788_Brain_2020__1	P{R34C08-p65.AD}	P{R22C12-GAL4.DBD}	female organism|adult brain
Janelia-2134776485519556706-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_391_522_2570336881212391522_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH247_Brain_2020__1	P{R82F03-p65.AD}	P{R34G01-GAL4.DBD}	female organism|adult brain
Janelia-2134776487977418850-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_763_298_2570337070035763298_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH542_Brain_2020__1	P{R42D01-p65.AD}	P{R86A05-GAL4.DBD}	female organism|adult brain
Janelia-2134776508990881890-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_682_849_2570335693691682849_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH191_Brain_2020__1	P{R84F07-p65.AD}	P{R30H02-GAL4.DBD}	female organism|adult brain
Janelia-2136913422183301218-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_805_860_2570341006729805860_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH1478_Brain_2020__1	P{R64E06-p65.AD}	P{R65C07-GAL4.DBD}	female organism|adult brain
Janelia-2136913423949103202-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_640_036_2570341006704640036_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH1197_Brain_2020__1	P{R30F11-p65.AD}	P{R48D05-GAL4.DBD}	female organism|adult brain
Janelia-2136913426557960290-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_217_636_2570341040888217636_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH849_Brain_2020__1	P{R11E08-p65.AD}	P{R28A10-GAL4.DBD}	female organism|adult brain
Janelia-2136913443607806050-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_053_988_2570341112141053988_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH1475_Brain_2020__1	P{R86A05-p65.AD}	P{R65C07-GAL4.DBD}	female organism|adult brain
Janelia-2146798862671544418-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_373_026_2570342435733373026_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH123_Brain_2020__1	P{R16C09-p65.AD}	P{R20G01-GAL4.DBD}	female organism|adult brain
Janelia-2146798879260016738-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_880_610_2570342435506880610_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH1046_Brain_2020__1	P{R82F03-p65.AD}	P{R41G09-GAL4.DBD}	female organism|adult brain
Janelia-2150514057159901282-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_199_522_2570343935092199522_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH1594_Brain_2020__1	P{R43D01-p65.AD}	P{R76G09-GAL4.DBD}	female organism|adult brain
Janelia-2150514057994567778-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_874_594_2570344054176874594_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH1574_Brain_2020__1	P{R20G01-p65.AD}	P{R76G09-GAL4.DBD}	female organism|adult brain
Janelia-2150514063182921826-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_444_002_2570343997352444002_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH421_Brain_2020__1	P{R38D01-p65.AD}	P{R54G12-GAL4.DBD}	female organism|adult brain
Janelia-2150514064801923170-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_195_426_2570343935092195426_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH412_Brain_2020__1	P{R22B12-p65.AD}	P{R54G12-GAL4.DBD}	female organism|adult brain
Janelia-2150514073568018530-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_638_306_2570343997356638306_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH1293_Brain_2020__1	P{R16C09-p65.AD}	P{R52H12-GAL4.DBD}	female organism|adult brain
Janelia-2150514097014177890-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_349_028_2570345125083349028_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_LH1284_Brain_2020__1	P{R38F08-p65.AD}	P{R52H12-GAL4.DBD}	female organism|adult brain
Janelia-2165727182532378722-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_903_330_2567972206759903330_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH141_Brain_2020__2	P{R79C09-p65.AD}	P{R22A12-GAL4.DBD}	female organism|adult brain
Janelia-2165727197485072482-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_259_490_2567973946515259490_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH141_Brain_2020__3	P{R79C09-p65.AD}	P{R22A12-GAL4.DBD}	female organism|adult brain
Janelia-2184379363712041058-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_173_474_2184628416467173474_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH2448_Brain_2020__2	P{R10E07-p65.AD}	P{R53C10-GAL4.DBD}	female organism|adult brain
Janelia-2184379500286967906-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_670_818_2184637772432670818_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH2446_Brain_2020__1	P{VT029753-p65.AD}	P{R55C09-GAL4.DBD}	female organism|adult brain
Janelia-2184379515503902818-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_853_986_2184636204882853986_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH2446_Brain_2020__2	P{VT029753-p65.AD}	P{R55C09-GAL4.DBD}	female organism|adult brain
Janelia-2185885625012453474-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_609_954_2185917766991609954_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH258_Brain_2020__2	P{R21D06-p65.AD}	P{R37F05-GAL4.DBD}	female organism|adult brain
Janelia-2185885719161995362-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_606_946_2573073945997606946_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH206_Brain_2020__2	P{R70G02-p65.AD}	P{R31D07-GAL4.DBD}	female organism|adult brain
Janelia-2185901045320777826-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_080_932_2587048998544080932_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_LH563_Brain_2020__1	P{R16C09-p65.AD}	P{R94F11-GAL4.DBD}	female organism|adult brain
Janelia-2186061899479646306-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_448_994_2201907511370448994_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH2454_Brain_2020__2	P{ple-p65.AD}	P{R42H01-GAL4.DBD}	female organism|adult brain
Janelia-2186061928307097698-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_087_714_2220042884655087714_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH1479_Brain_2020__1	P{R84F07-p65.AD}	P{R65C07-GAL4.DBD}	female organism|adult brain
Janelia-2186061957541396578-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_029_154_2186093106410029154_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH1479_Brain_2020__2	P{R84F07-p65.AD}	P{R65C07-GAL4.DBD}	female organism|adult brain
Janelia-2186061970581487714-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_717_282_2186093673194717282_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH1337_Brain_2020__2	P{R41H07-p65.AD}	P{R53C10-GAL4.DBD}	female organism|adult brain
Janelia-2186061989535547490-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_917_922_2201903735267917922_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH1337_Brain_2020__3	P{R41H07-p65.AD}	P{R53C10-GAL4.DBD}	female organism|adult brain
Janelia-2186061997097877602-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_838_818_2186097920279838818_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH989_Brain_2020__2	P{R29G05-p65.AD}	P{R37G11-GAL4.DBD}	female organism|adult brain
Janelia-2186062005608120418-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_261_602_2186099178554261602_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH989_Brain_2020__3	P{R29G05-p65.AD}	P{R37G11-GAL4.DBD}	female organism|adult brain
Janelia-2186062021311594594-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_444_898_2201904909962444898_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH1197_Brain_2020__2	P{R30F11-p65.AD}	P{R48D05-GAL4.DBD}	female organism|adult brain
Janelia-2186062044585787490-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_700_066_2220036219855700066_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH1197_Brain_2020__3	P{R30F11-p65.AD}	P{R48D05-GAL4.DBD}	female organism|adult brain
Janelia-2186062055922991202-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_209_058_2186097133575209058_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH849_Brain_2020__2	P{R11E08-p65.AD}	P{R28A10-GAL4.DBD}	female organism|adult brain
Janelia-2186062065309843554-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_449_762_2201914487198449762_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH849_Brain_2020__3	P{R11E08-p65.AD}	P{R28A10-GAL4.DBD}	female organism|adult brain
Janelia-2186062087183138914-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_896_226_2201905553502896226_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH1475_Brain_2020__2	P{R86A05-p65.AD}	P{R65C07-GAL4.DBD}	female organism|adult brain
Janelia-2186062157186072674-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_430_884_2573160175892430884_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH509_Brain_2020__2	P{R13C04-p65.AD}	P{R79C09-GAL4.DBD}	female organism|adult brain
Janelia-2197251499455676514-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_219_746_2197283511256219746_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH979_Brain_2020__2	P{R84F07-p65.AD}	P{R37A11-GAL4.DBD}	female organism|adult brain
Janelia-2197251535988064354-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_309_322_2239774518304309322_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH979_Brain_2020__3	P{R84F07-p65.AD}	P{R37A11-GAL4.DBD}	female organism|adult brain
Janelia-2197252078315765858-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_551_205_2334136163964551205_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH1129_Brain_2020__1	P{R14B11-p65.AD}	P{R44G08-GAL4.DBD}	female organism|adult brain
Janelia-2197252254157766754-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_814_690_2197354788360814690_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH421_Brain_2020__2	P{R38D01-p65.AD}	P{R54G12-GAL4.DBD}	female organism|adult brain
Janelia-2197252335640510562-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_317_026_2197354600808317026_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH421_Brain_2020__3	P{R38D01-p65.AD}	P{R54G12-GAL4.DBD}	female organism|adult brain
Janelia-2199647564557451338-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_776_804_2587048257695776804_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_LH304_Brain_2020__1	P{R65H10-p65.AD}	P{R46E11-GAL4.DBD}	female organism|adult brain
Janelia-2199647569083105354-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_066_724_2587048756734066724_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_LH567_Brain_2020__1	P{R22B12-p65.AD}	P{R94F11-GAL4.DBD}	female organism|adult brain
Janelia-2203988276216332362-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_541_834_2204027925047541834_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH1284_Brain_2020__2	P{R38F08-p65.AD}	P{R52H12-GAL4.DBD}	female organism|adult brain
Janelia-2203988302422343754-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_565_322_2204017545600565322_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH1284_Brain_2020__3	P{R38F08-p65.AD}	P{R52H12-GAL4.DBD}	female organism|adult brain
Janelia-2206339444556955746-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_823_522_2206377692494823522_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH528_Brain_2020__2	P{R65H10-p65.AD}	P{R81E08-GAL4.DBD}	female organism|adult brain
Janelia-2206339533153239138-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_854_754_2206371444902854754_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH528_Brain_2020__3	P{R65H10-p65.AD}	P{R81E08-GAL4.DBD}	female organism|adult brain
Janelia-2206339958216589410-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_530_914_2206377780042530914_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH578_Brain_2020__2	P{R70G02-p65.AD}	P{R94F11-GAL4.DBD}	female organism|adult brain
Janelia-2206700925093937250-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_386_404_2587048757971386404_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_LH1740_Brain_2020__1	P{R12H12-p65.AD}	P{R92A07-GAL4.DBD}	female organism|adult brain
Janelia-2206700927358861410-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_243_492_2587048563972243492_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_LH1727_Brain_2020__1	P{R16C09-p65.AD}	P{R85F05-GAL4.DBD}	female organism|adult brain
Janelia-2210298364803678306-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_233_506_2210331751673233506_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH788_Brain_2020__2	P{R34C08-p65.AD}	P{R22C12-GAL4.DBD}	female organism|adult brain
Janelia-2210298397473112162-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_491_682_2210328539335491682_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG	JRC_LH788_Brain_2020__3	P{R34C08-p65.AD}	P{R22C12-GAL4.DBD}	female organism|adult brain
Janelia-2214518368952647717-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_676_196_2586724838051676196_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_LH770_Brain_2020__1	P{R37E08-p65.AD}	P{R20G10-GAL4.DBD}	female organism|adult brain
Janelia-2214518375437041701-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_798_244_2587048963848798244_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_LH1827_Brain_2020__1	P{R30A10-p65.AD}	P{R95F09-GAL4.DBD}	female organism|adult brain
Janelia-2214518383351693349-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_172_388_2587048756067172388_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_LH1554_Brain_2020__1	P{R91F03-p65.AD}	P{R71D08-GAL4.DBD}	female organism|adult brain
Janelia-2214518388145782821-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_488_868_2587048756570488868_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_LH1614_Brain_2020__1	P{R44G08-p65.AD}	P{R81A04-GAL4.DBD}	female organism|adult brain
Janelia-2214518390821748773-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_388_516_2587048788602388516_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_LH721_Brain_2020__1	P{R51H04-p65.AD}	P{R17B08-GAL4.DBD}	female organism|adult brain
Janelia-2214518391501226021-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_508_388_2587048964209508388_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_LH1477_Brain_2020__1	P{R49B08-p65.AD}	P{R65C07-GAL4.DBD}	female organism|adult brain
Janelia-2214518395456454693-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_650_788_2587048964104650788_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_LH1354_Brain_2020__1	P{R49B08-p65.AD}	P{R53D01-GAL4.DBD}	female organism|adult brain
