filename	label	AD	DBD	part_of
Janelia-2094604442115506274-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_176_546_2570333386019176546_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2094604442115506274-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_176_546_2570333386019176546_align_AlignedFlyBrain_8bitc_J18U_SG	P{R14B11-p65.AD}	P{R38F08-GAL4.DBD}	female organism|adult brain
Janelia-2094604460230705250-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_830_497_2570334045904830497_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2094604460230705250-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_830_497_2570334045904830497_align_AlignedFlyBrain_8bitc_J18U_SG	P{R31D07-p65.AD}	P{R25B07-GAL4.DBD}	female organism|adult brain
Janelia-2094604469693055074-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_996_321_2570334045929996321_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2094604469693055074-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_996_321_2570334045929996321_align_AlignedFlyBrain_8bitc_J18U_SG	P{R24C08-p65.AD}	P{R30E03-GAL4.DBD}	female organism|adult brain
Janelia-2094604501284552802-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_732_513_2570332960435732513_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2094604501284552802-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_732_513_2570332960435732513_align_AlignedFlyBrain_8bitc_J18U_SG	P{R70G05-p65.AD}	P{R41H09-GAL4.DBD}	female organism|adult brain
Janelia-2131148750008090722-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_561_762_2570334115320561762_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2131148750008090722-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_561_762_2570334115320561762_align_AlignedFlyBrain_8bitc_J18U_SG	P{R37E08-p65.AD}	P{R41H07-GAL4.DBD}	female organism|adult brain
Janelia-2131148807868514402-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_237_346_2570333989789237346_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2131148807868514402-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_237_346_2570333989789237346_align_AlignedFlyBrain_8bitc_J18U_SG	P{R41H07-p65.AD}	P{R53C10-GAL4.DBD}	female organism|adult brain
Janelia-2131148829771169890-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_869_922_2570334140129869922_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2131148829771169890-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_869_922_2570334140129869922_align_AlignedFlyBrain_8bitc_J18U_SG	P{R38D01-p65.AD}	P{R45F12-GAL4.DBD}	female organism|adult brain
Janelia-2131148851887734882-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_276_385_2570334249106276385_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2131148851887734882-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_276_385_2570334249106276385_align_AlignedFlyBrain_8bitc_J18U_SG	P{R84A06-p65.AD}	P{R25B10-GAL4.DBD}	female organism|adult brain
Janelia-2131148856853790818-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_661_601_2570334060903661601_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2131148856853790818-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_661_601_2570334060903661601_align_AlignedFlyBrain_8bitc_J18U_SG	P{R29G05-p65.AD}	P{R37G11-GAL4.DBD}	female organism|adult brain
Janelia-2131148865070432354-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_069_089_2570334451905069089_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2131148865070432354-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_069_089_2570334451905069089_align_AlignedFlyBrain_8bitc_J18U_SG	P{R84F07-p65.AD}	P{R37A11-GAL4.DBD}	female organism|adult brain
Janelia-2131148918669443170-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_777_057_2570334184379777057_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2131148918669443170-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_777_057_2570334184379777057_align_AlignedFlyBrain_8bitc_J18U_SG	P{R34C08-p65.AD}	P{R22C12-GAL4.DBD}	female organism|adult brain
Janelia-2134776485519556706-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_391_522_2570336881212391522_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2134776485519556706-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_391_522_2570336881212391522_align_AlignedFlyBrain_8bitc_J18U_SG	P{R82F03-p65.AD}	P{R34G01-GAL4.DBD}	female organism|adult brain
Janelia-2134776487977418850-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_763_298_2570337070035763298_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2134776487977418850-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_763_298_2570337070035763298_align_AlignedFlyBrain_8bitc_J18U_SG	P{R42D01-p65.AD}	P{R86A05-GAL4.DBD}	female organism|adult brain
Janelia-2134776508990881890-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_682_849_2570335693691682849_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2134776508990881890-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_682_849_2570335693691682849_align_AlignedFlyBrain_8bitc_J18U_SG	P{R84F07-p65.AD}	P{R30H02-GAL4.DBD}	female organism|adult brain
Janelia-2136913422183301218-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_805_860_2570341006729805860_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2136913422183301218-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_805_860_2570341006729805860_align_AlignedFlyBrain_8bitc_J18U_SG	P{R64E06-p65.AD}	P{R65C07-GAL4.DBD}	female organism|adult brain
Janelia-2136913423949103202-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_640_036_2570341006704640036_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2136913423949103202-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_640_036_2570341006704640036_align_AlignedFlyBrain_8bitc_J18U_SG	P{R30F11-p65.AD}	P{R48D05-GAL4.DBD}	female organism|adult brain
Janelia-2136913426557960290-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_217_636_2570341040888217636_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2136913426557960290-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_217_636_2570341040888217636_align_AlignedFlyBrain_8bitc_J18U_SG	P{R11E08-p65.AD}	P{R28A10-GAL4.DBD}	female organism|adult brain
Janelia-2136913443607806050-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_053_988_2570341112141053988_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2136913443607806050-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_053_988_2570341112141053988_align_AlignedFlyBrain_8bitc_J18U_SG	P{R86A05-p65.AD}	P{R65C07-GAL4.DBD}	female organism|adult brain
Janelia-2146798862671544418-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_373_026_2570342435733373026_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2146798862671544418-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_373_026_2570342435733373026_align_AlignedFlyBrain_8bitc_J18U_SG	P{R16C09-p65.AD}	P{R20G01-GAL4.DBD}	female organism|adult brain
Janelia-2146798879260016738-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_880_610_2570342435506880610_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2146798879260016738-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_880_610_2570342435506880610_align_AlignedFlyBrain_8bitc_J18U_SG	P{R82F03-p65.AD}	P{R41G09-GAL4.DBD}	female organism|adult brain
Janelia-2150514057159901282-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_199_522_2570343935092199522_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2150514057159901282-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_199_522_2570343935092199522_align_AlignedFlyBrain_8bitc_J18U_SG	P{R43D01-p65.AD}	P{R76G09-GAL4.DBD}	female organism|adult brain
Janelia-2150514057994567778-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_874_594_2570344054176874594_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2150514057994567778-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_874_594_2570344054176874594_align_AlignedFlyBrain_8bitc_J18U_SG	P{R20G01-p65.AD}	P{R76G09-GAL4.DBD}	female organism|adult brain
Janelia-2150514063182921826-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_444_002_2570343997352444002_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2150514063182921826-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_444_002_2570343997352444002_align_AlignedFlyBrain_8bitc_J18U_SG	P{R38D01-p65.AD}	P{R54G12-GAL4.DBD}	female organism|adult brain
Janelia-2150514064801923170-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_195_426_2570343935092195426_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2150514064801923170-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_195_426_2570343935092195426_align_AlignedFlyBrain_8bitc_J18U_SG	P{R22B12-p65.AD}	P{R54G12-GAL4.DBD}	female organism|adult brain
Janelia-2150514073568018530-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_638_306_2570343997356638306_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2150514073568018530-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_638_306_2570343997356638306_align_AlignedFlyBrain_8bitc_J18U_SG	P{R16C09-p65.AD}	P{R52H12-GAL4.DBD}	female organism|adult brain
Janelia-2150514097014177890-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_349_028_2570345125083349028_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2150514097014177890-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_349_028_2570345125083349028_align_AlignedFlyBrain_8bitc_J18U_SG	P{R38F08-p65.AD}	P{R52H12-GAL4.DBD}	female organism|adult brain
Janelia-2185901045320777826-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_080_932_2587048998544080932_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2185901045320777826-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_080_932_2587048998544080932_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R16C09-p65.AD}	P{R94F11-GAL4.DBD}	female organism|adult brain
Janelia-2199647564557451338-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_776_804_2587048257695776804_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2199647564557451338-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_776_804_2587048257695776804_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R65H10-p65.AD}	P{R46E11-GAL4.DBD}	female organism|adult brain
Janelia-2199647569083105354-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_066_724_2587048756734066724_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2199647569083105354-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_066_724_2587048756734066724_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R22B12-p65.AD}	P{R94F11-GAL4.DBD}	female organism|adult brain
Janelia-2206700925093937250-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_386_404_2587048757971386404_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2206700925093937250-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_386_404_2587048757971386404_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R12H12-p65.AD}	P{R92A07-GAL4.DBD}	female organism|adult brain
Janelia-2206700927358861410-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_243_492_2587048563972243492_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2206700927358861410-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_243_492_2587048563972243492_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R16C09-p65.AD}	P{R85F05-GAL4.DBD}	female organism|adult brain
Janelia-2214518368952647717-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_676_196_2586724838051676196_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518368952647717-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_676_196_2586724838051676196_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R37E08-p65.AD}	P{R20G10-GAL4.DBD}	female organism|adult brain
Janelia-2214518375437041701-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_798_244_2587048963848798244_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518375437041701-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_798_244_2587048963848798244_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R30A10-p65.AD}	P{R95F09-GAL4.DBD}	female organism|adult brain
Janelia-2214518383351693349-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_172_388_2587048756067172388_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518383351693349-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_172_388_2587048756067172388_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R91F03-p65.AD}	P{R71D08-GAL4.DBD}	female organism|adult brain
Janelia-2214518388145782821-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_488_868_2587048756570488868_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518388145782821-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_488_868_2587048756570488868_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R44G08-p65.AD}	P{R81A04-GAL4.DBD}	female organism|adult brain
Janelia-2214518390821748773-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_388_516_2587048788602388516_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518390821748773-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_388_516_2587048788602388516_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R51H04-p65.AD}	P{R17B08-GAL4.DBD}	female organism|adult brain
Janelia-2214518391501226021-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_508_388_2587048964209508388_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518391501226021-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_508_388_2587048964209508388_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R49B08-p65.AD}	P{R65C07-GAL4.DBD}	female organism|adult brain
Janelia-2214518395456454693-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_650_788_2587048964104650788_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518395456454693-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_650_788_2587048964104650788_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R49B08-p65.AD}	P{R53D01-GAL4.DBD}	female organism|adult brain
Janelia-2214518396760883237-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_722_212_2586724834188722212_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518396760883237-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_722_212_2586724834188722212_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R48F03-p65.AD}	P{R37G11-GAL4.DBD}	female organism|adult brain
Janelia-2214518399424266277-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_453_476_2587048757627453476_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518399424266277-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_453_476_2587048757627453476_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R93A02-p65.AD}	P{R44G08-GAL4.DBD}	female organism|adult brain
Janelia-2214518403266248741-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_508_068_2587048564366508068_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518403266248741-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_508_068_2587048564366508068_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R92D09-p65.AD}	P{R92A07-GAL4.DBD}	female organism|adult brain
Janelia-2214518403912171557-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_171_684_2587048964310171684_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518403912171557-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_171_684_2587048964310171684_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R93A02-p65.AD}	P{R66B12-GAL4.DBD}	female organism|adult brain
Janelia-2214518405891883045-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_365_988_2587048964314365988_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518405891883045-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_365_988_2587048964314365988_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R92D09-p65.AD}	P{R85F05-GAL4.DBD}	female organism|adult brain
Janelia-2214518414641201189-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_640_676_2587048964406640676_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518414641201189-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_640_676_2587048964406640676_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R94B04-p65.AD}	P{R55C09-GAL4.DBD}	female organism|adult brain
Janelia-2214518416981622821-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_271_140_2587048756436271140_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518416981622821-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_271_140_2587048756436271140_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R30A10-p65.AD}	P{R10H02-GAL4.DBD}	female organism|adult brain
Janelia-2214518418202165285-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_157_412_2587048964029157412_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518418202165285-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_157_412_2587048964029157412_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R94B04-p65.AD}	P{R38F08-GAL4.DBD}	female organism|adult brain
Janelia-2214518420110573605-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_660_132_2586725318022660132_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518420110573605-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_660_132_2586725318022660132_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{VT007394-p65.AD}	P{R75C05-GAL4.DBD}	female organism|adult brain
Janelia-2214518423801561125-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_474_404_2586725325228474404_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518423801561125-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_474_404_2586725325228474404_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R66A08-p65.AD}	P{VT000926-GAL4.DBD}	female organism|adult brain
Janelia-2214518431422611493-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_041_316_2586725321571041316_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518431422611493-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_041_316_2586725321571041316_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R22D02-p65.AD}	P{VT008671-GAL4.DBD}	female organism|adult brain
Janelia-2214518440650080293-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_966_500_2586725318827966500_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518440650080293-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_966_500_2586725318827966500_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R18B06-p65.AD}	P{VT024617-GAL4.DBD}	female organism|adult brain
Janelia-2214518449202266149-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_961_764_2586725325605961764_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518449202266149-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_961_764_2586725325605961764_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R25G10-p65.AD}	P{VT008671-GAL4.DBD}	female organism|adult brain
Janelia-2214518454323511333-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_152_612_2586724834608152612_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2214518454323511333-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_152_612_2586724834608152612_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{R76E07-p65.AD}	P{VT008671-GAL4.DBD}	female organism|adult brain
Janelia-2216619376738566242-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_413_988_2586724834268413988_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2216619376738566242-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_413_988_2586724834268413988_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{VT022244-p65.AD}	P{VT044340-GAL4.DBD}	female organism|adult brain
Janelia-2216619384422531170-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_455_780_2586724834679455780_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	Janelia-2216619384422531170-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_455_780_2586724834679455780_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	P{VT017375-p65.AD}	P{R75C05-GAL4.DBD}	female organism|adult brain
