subject_external_db	subject_external_id	subject_name	relation	object		notes
catmaid_l1em	14194703	MN13 ISN MN-VL2_a1r	is_a	abdominal 2 VL2 motor neuron		
catmaid_l1em	14045016	MN14 RP1_a1l	is_a			MN14 != RP1
catmaid_l1em	14206438	MN14 RP1_a1r	is_a			MN14 != RP1
catmaid_l1em	14203725	MN15/16 VO4/5 (NB7-1? ISN)_a1l	is_a	abdominal 2 VO4/5 motor neuron		
catmaid_l1em	14048538	MN15/16 VO4/5 (NB7-1? ISN)_a1r	is_a	abdominal 2 VO4/5 motor neuron		
catmaid_l1em	19139253	MN15/16/17 VO4Ð6 (NB7-1? )_a1l	is_a	abdominal 2 VO4-6 motor neuron		
catmaid_l1em	14045489	MN15/16/17 VO4Ð6 (NB7-1? )_a1r	is_a	abdominal 2 VO4-6 motor neuron		
catmaid_l1em	14199031	MN18 (ISN DT1)_a1l	is_a	abdominal 2 DT1 motor neuron		
catmaid_l1em	6970942	MN18 (ISN DT1)_a1r	is_a	abdominal 2 DT1 motor neuron		
catmaid_l1em	14086309	MN19 (ISN NB3-2)_a1l	is_a	abdominal 2 DO4 motor neuron		
catmaid_l1em	16181494	MN19 (ISN NB3-2)_a1r	is_a	abdominal 2 DO4 motor neuron		
catmaid_l1em	14047130	MN2 ISN(U3-NB7-1?)_a1l	is_a			MN2 != U3
catmaid_l1em	14048287	MN2 ISN(U3-NB7-1?)_a1r	is_a			MN2 != U3
catmaid_l1em	16433395	MN20 ISN_a1l	is_a	abdominal 2 DO5 motor neuron		
catmaid_l1em	5085455	MN20 ISN_a1r	is_a	abdominal 2 DO5 motor neuron		
catmaid_l1em	6467481	MN21/22 (RF:LT1/LT2) LT2_a1l	is_a			can't map yet
catmaid_l1em	16713121	MN21/22 (RF:LT1/LT2) LT2_a1r  	is_a			can't map yet
catmaid_l1em	4042315	MN22/23 (RF:LT2/LT3) LT1_a1l	is_a			can't map yet
catmaid_l1em	4102728	MN22/23 (RF:LT2/LT3) LT1_a1r  	is_a			can't map yet
catmaid_l1em	4289773	MN23/24 (RF: LT3/LT4) LT4_a1l	is_a			can't map yet
catmaid_l1em	4121534	MN23/24 (RF: LT3/LT4) LT4_a1r  	is_a			can't map yet
catmaid_l1em	4717729	MN25 (TN)_a2l	is_a	abdominal 2 VT1 motor neuron		
catmaid_l1em	16080562	MN25 (TN)_a2r	is_a	abdominal 2 VT1 motor neuron		
catmaid_l1em	4524871	MN26 (SN MN VA1)_a1l	is_a			later
catmaid_l1em	4397287	MN26 (SN MN VA1)_a1r	is_a			later
catmaid_l1em	4326520	MN27 (SN MN VA2)_a1l	is_a	abdominal 1 VA2 motor neuron		
catmaid_l1em	4101976	MN27 (SN MN VA2)_a1r	is_a	abdominal 1 VA2 motor neuron		
catmaid_l1em	5899328	MN28 ISN_a1l	is_a	abdominal 2 VO3 motor neuron		
catmaid_l1em	14048876	MN28 ISN_a1r	is_a	abdominal 2 VO3 motor neuron		
catmaid_l1em	4274364	MN29 (SN MN VA3)_a1l	is_a	abdominal 1 VA3 motor neuron		
catmaid_l1em	4382895	MN29 (SN MN VA3)_a1r	is_a	abdominal 1 VA3 motor neuron		
catmaid_l1em	14088149	MN3 (ISN U4 DA3 NB7-1?)_a1l 	is_a	abdominal 2 DA3 motor neuron		
catmaid_l1em	14045854	MN3 (ISN U4 DA3 NB7-1?)_a1r	is_a	abdominal 2 DA3 motor neuron		
catmaid_l1em	14194234	MN30 RP4_a1l	is_a			MN30 != RP4
catmaid_l1em	14087107	MN30 RP4_a1r	is_a			MN30 != RP4
catmaid_l1em	14087339	MN4 (ISN U5 NB7-1?)_a1l	is_a	abdominal 2 LL1 motor neuron		
catmaid_l1em	14047945	MN4 (ISN U5 NB7-1?)_a1r	is_a	abdominal 2 LL1 motor neuron		
catmaid_l1em	4028114	MN5 LO1_a1l	is_a	larval abdominal 1 LO1 motor neuron		
catmaid_l1em	4535767	MN5 LO1_a1r	is_a	larval abdominal 1 LO1 motor neuron		
catmaid_l1em	16264802	MN6/7 RP3_a2l	is_a	abdominal 3 VL3/4 motor neuron		
catmaid_l1em	4791651	MN6/7 RP3_a2r	is_a	abdominal 3 VL3/4 motor neuron		
catmaid_l1em	4326468	MN8 (RF:SBM) LT3_a1l	is_a			can't map yet
catmaid_l1em	4881629	MN8 (RF:SBM) LT3_a1r 	is_a			can't map yet
catmaid_l1em	14085813	MN9 U1_a1l	is_a	abdominal 2 DO1 motor neuron		
catmaid_l1em	14047554	MN9 U1_a1r	is_a	abdominal 2 DO1 motor neuron		
catmaid_l1em	13058240	MNISN-Is RP2_a1l	is_a	abdominal 1 dorsal motor neuron		
catmaid_l1em	13057994	MNISN-Is RP2_a1r	is_a	abdominal 1 dorsal motor neuron		
catmaid_l1em	14044614	MNISNb/d-Is RP5_a1l	is_a	abdominal 2 ventral motor neuron		
catmaid_l1em	14199565	MNISNb/d-Is RP5_a1r	is_a	abdominal 2 ventral motor neuron		
catmaid_l1em	4104476	T01d1_t3l	is_a	larval metathoracic T01d1 neuron		
catmaid_l1em	10185585	T01d1_t3r	is_a	larval metathoracic T01d1 neuron		
catmaid_l1em	4123487	T01d2_t3l	is_a	larval metathoracic T01d2 neuron		
catmaid_l1em	4584506	T01d2_t3r	is_a	larval metathoracic T01d2 neuron		
catmaid_l1em	12949240	T01d4_t3l	is_a	larval metathoracic T01d4 neuron		
catmaid_l1em	4732074	T01d4_t3r	is_a	larval metathoracic T01d4 neuron		
						
						
						
						
						
						
						
